,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
8509,BRAUX-SAINT-REMY,2011,3971.0,73.10374891020052
17667,DIVES,2011,18104.0,73.09494215508174
63647,VAILLY-SUR-AISNE,2011,81744.0,73.08742880132128
1463,ANTAGNAC,2011,8069.0,73.08022308022308
51067,SAINT-ASTIER,2011,117886.0,73.06653356039698
67219,VITRY-LA-VILLE,2011,22559.0,73.06482546988876
57857,SAINTE-MARIE-CAPPEL,2011,49338.0,73.06113858781438
55403,SAINT-MEDARD-DE-MUSSIDAN,2011,29402.0,73.05473808122424
32619,LE PRECHEUR,2011,47404.0,73.05150950972876
62929,TREMBLOIS-LES-CARIGNAN,2011,4347.0,73.04936305732484
3021,AURIOLLES,2011,5034.0,73.04915778618081
22121,FRESVILLE,2011,29893.0,73.04196816208393
32981,LE VIEUX-BOURG,2011,25769.0,73.0392156862745
54483,SAINT-LORMEL,2011,49474.0,73.02836358549295
49487,ROCROI,2011,32755.0,73.02308383075379
29419,LA TOUR-BLANCHE,2011,19058.0,73.01861098502043
12753,CHATEAUMEILLANT,2011,56881.0,73.01679036379122
53195,SAINT-GIROD,2011,20701.0,73.01295445048058
65361,VEYRIER-DU-LAC,2011,223057.0,72.99420656279327
37181,MAROLLES-EN-BRIE,2011,49434.0,72.98526787276481
36997,MARGUERAY,2011,7549.0,72.98350137488544
57323,SAINT-VICTOR-DE-CHRETIENVILLE,2011,11377.0,72.98160255435609
13083,CHAUMES-EN-BRIE,2011,94906.0,72.97780045930085
16185,CRAPEAUMESNIL,2011,7540.0,72.97545308557008
2777,AUDRUICQ,2011,162424.0,72.96077011543213
68069,YEBLERON,2011,89492.0,72.95479581779178
15031,CONTAMINE-SARZIN,2011,15365.0,72.9513732552904
28753,LA LECHERE,2011,142324.0,72.94157674735102
33489,LES ECRENNES,2011,23897.0,72.94109133014908
40025,MONTBRUN-BOCAGE,2011,21586.0,72.92317551870543
21355,FONTENAY-PRES-CHABLIS,2011,4847.0,72.92186942561541
24289,GROISY,2011,101856.0,72.91571173924115
59491,SEMUY,2011,5177.0,72.9124916499666
38149,MENIGOUTE,2011,71703.0,72.90330359295876
19743,ESTREE-BLANCHE,2011,56091.0,72.89091637641401
44033,ORVAL,2011,119694.0,72.88825976427086
51231,SAINT-AVIT-DE-VIALARD,2011,3520.0,72.88801571709233
63815,VALFF,2011,81637.0,72.8864887759424
66185,VILLEGAILHENC,2011,44997.0,72.87256521572093
64209,VASSIEUX-EN-VERCORS,2011,47965.0,72.87176529950263
30559,LANEUVELLE,2011,1324.0,72.84595300261097
61293,TANAY,2011,18475.0,72.84123865656282
51817,SAINT-CLEMENT-A-ARNES,2011,3557.0,72.83770651117591
58167,SALLEN,2011,11080.0,72.82795195757292
24271,GRISY-SUISNES,2011,46862.0,72.82047499631214
57933,SAINTE-OPPORTUNE-DU-BOSC,2011,31683.0,72.81950580919653
60953,STEINBRUNN-LE-HAUT,2011,11902.0,72.81835341948599
34925,LOMBRON,2011,42190.0,72.81776102895998
14075,CIZANCOURT,2011,3095.0,72.80848687883864
33799,LES QUATRE-ROUTES-DU-LOT,2011,42318.0,72.79000449144584
31237,LAVAL-MORENCY,2011,2070.0,72.78797996661102
54835,SAINT-MARTIN-BELLEVUE,2011,97978.0,72.77937468037456
15919,COURSON-LES-CARRIERES,2011,22748.0,72.76524644945698
13825,CHIVES,2011,26762.0,72.75837583112775
9583,BUSSAC,2011,15334.0,72.7579990986931
67595,VRY,2011,4077.0,72.7542372881356
33201,LENTILLAC-DU-CAUSSE,2011,5250.0,72.75419545903257
44151,OUANNE,2011,18095.0,72.74463007159905
44193,OUGNEY-DOUVOT,2011,9295.0,72.73740940345661
60737,SOULCE-CERNAY,2011,9025.0,72.72727272727273
18801,ELLECOURT,2011,703.0,72.72727272727273
41935,NAJAC,2011,31514.0,72.71730790310204
48621,REGNIOWEZ,2011,4463.0,72.71671826625386
10755,CASTERA-LANUSSE,2011,734.0,72.70588235294117
39937,MONTBARLA,2011,13108.0,72.70092226613966
40887,MONTREUIL-LA-CAMBE,2011,4504.0,72.69938650306749
32973,LE VICEL,2011,6640.0,72.69180754226268
44493,PALAZINGES,2011,4861.0,72.68206039076377
18727,EGLINGEN,2011,12906.0,72.67861921327268
60077,SIEURAS,2011,3075.0,72.65581134194274
49695,RONCEY,2011,35350.0,72.64957264957265
34793,LOCMARIA,2011,254172.0,72.64070204990966
54357,SAINT-LEGER-DE-ROTES,2011,13476.0,72.63643351268256
38481,MESCOULES,2011,8561.0,72.63561201855214
25083,HAUCONCOURT,2011,1369.0,72.63556116015133
15591,COULOMMES-LA-MONTAGNE,2011,22988.0,72.63442475217784
21725,FOURS-EN-VEXIN,2011,7311.0,72.63282172373081
14405,COCURES,2011,6301.0,72.63013698630138
40553,MONTIGNY-SUR-AUBE,2011,17084.0,72.61796503991108
17333,DELME,2011,25228.0,72.61717413616148
65513,VIDECOSVILLE,2011,2817.0,72.61029411764706
20783,FIX-SAINT-GENEYS,2011,9566.0,72.60916636593288
55105,SAINT-MARTIN-EN-VERCORS,2011,52443.0,72.60639173221868
8463,BRANTOME,2011,113758.0,72.60120167506221
24993,HARDIFORT,2011,21808.0,72.5999208547685
26475,IZOTGES,2011,6434.0,72.58583690987125
17533,DIEFFENTHAL,2011,21937.0,72.58280229722288
39473,MONDON,2011,3838.0,72.57194244604317
45753,PIOUSSAY,2011,23177.0,72.56347256347256
64309,VAUDEMONT,2011,2483.0,72.55038220986796
19885,ETOUARS,2011,12149.0,72.54651327936372
12597,CHASSEMY,2011,26036.0,72.53810470510271
28149,LA CHAUSSEE-D'IVRY,2011,30187.0,72.52671886609133
3193,AUVERS,2011,21662.0,72.52309652755655
25311,HEILTZ-LE-MAURUPT,2011,39942.0,72.52073255010366
48949,REVEST-LES-ROCHES,2011,10113.0,72.517911975435
39429,MONCHY-SUR-EU,2011,11707.0,72.51694665487769
23729,GOURVIEILLE,2011,5360.0,72.51367878982941
4537,BAVAY,2011,168700.0,72.48077866841159
66561,VILLERS-EN-ARGONNE,2011,9514.0,72.48005801305294
30933,LARNAGOL,2011,11839.0,72.47960372960372
11109,CAZOULES,2011,19091.0,72.47267142469961
19691,ESTERRE,2011,3070.0,72.47191011235955
31159,LAURAC,2011,17837.0,72.47147553664668
48779,REMUZAT,2011,20236.0,72.4708088297963
67863,WIGNICOURT,2011,2249.0,72.46932515337423
20247,FARCEAUX,2011,15179.0,72.46903760936257
1843,ARGAGNON,2011,73620.0,72.46872510893502
64887,VERCOIRAN,2011,4860.0,72.46273953158268
26389,ISSOUDUN,2011,1798184.0,72.45955096051483
15495,COUDRECIEUX,2011,20515.0,72.45292535305985
31963,LE GRAND-ABERGEMENT,2011,6372.0,72.44925575101489
55087,SAINT-MARTIN-DU-TILLEUL,2011,6520.0,72.44115313409151
51939,SAINT-CYR-DE-VALORGES,2011,9079.0,72.4406457739791
22735,GEFOSSE-FONTENAY,2011,10843.0,72.43956743002545
11497,CHAIL,2011,21253.0,72.43813387423936
65209,VERSAILLEUX,2011,18009.0,72.43393335886633
30581,LANFAINS,2011,33137.0,72.42689145592674
37775,MAYAC,2011,6140.0,72.42347655153047
66841,VILLIERS-FOSSARD,2011,27981.0,72.41358062727217
39137,MOEZE,2011,10837.0,72.39898186446071
34567,LINGHEM,2011,13635.0,72.3985333164749
56187,SAINT-PIERRE-DE-MEAROZ,2011,6163.0,72.39160839160839
52065,SAINT-DENIS-LE-FERMENT,2011,27067.0,72.39029361187185
8757,BRETTEVILLE,2011,28458.0,72.38914465713593
36009,MAGNIEU,2011,17618.0,72.38747553816047
6543,BIO,2011,18910.0,72.3792160437557
8709,BRETAGNE,2011,13045.0,72.37050739957716
66109,VILLECRESNES,2011,76058.0,72.35768672951414
44973,PELLEFIGUE,2011,8988.0,72.3489932885906
19511,ESPAUBOURG,2011,22689.0,72.34333459931636
19599,ESSAROIS,2011,7309.0,72.34142890827636
22551,GARDOUCH,2011,33691.0,72.34129622998618
39143,MOGNARD,2011,12317.0,72.33804393451798
27505,LA BATIE-NEUVE,2011,63951.0,72.33750134741834
66959,VILLY-SUR-YERES,2011,4236.0,72.33523189585028
3393,AVIERNOZ,2011,23551.0,72.3327967217913
2505,ATHOS-ASPIS,2011,10202.0,72.33108108108108
36565,MANO,2011,1127.0,72.32415902140673
34973,LONGEAULT,2011,23132.0,72.31823599523241
20327,FAUVERNEY,2011,27743.0,72.3167701863354
13155,CHAUVIGNY,2011,475516.0,72.31462758825619
33855,LES TERRES-DE-CHAUX,2011,7568.0,72.31329690346084
63709,VAL-MARAVEL,2011,3098.0,72.30255839822024
6577,BIRKENWALD,2011,40759.0,72.29878254988164
59453,SEMIDE,2011,10165.0,72.28813559322033
42237,NERVIEUX,2011,46723.0,72.23799166881705
49179,RILHAC-TREIGNAC,2011,1948.0,72.23695844385499
48695,REMAISNIL,2011,4597.0,72.23679280629449
24341,GROSTENQUIN,2011,6169.0,72.22222222222221
879,AMBENAY,2011,31605.0,72.21556233653008
50479,SABRES,2011,29692.0,72.2074005335808
23771,GOUVIX,2011,45149.0,72.20611793424365
649,ALLANCHE,2011,83256.0,72.19797720738795
25951,HUANNE-MONTMARTIN,2011,4749.0,72.18999274836838
48473,RAZES,2011,31476.0,72.18818380743983
39451,MONCY,2011,13787.0,72.1868365180467
16941,CUXAC-CABARDES,2011,15278.0,72.18528119012734
37589,MAUBERT-FONTAINE,2011,12232.0,72.18468468468468
39853,MONTANCY,2011,6834.0,72.18442932728647
37919,MECRIN,2011,14817.0,72.17057866604695
54187,SAINT-LAURENT-D'OLT,2011,59839.0,72.16883415813096
509,ALAINCOURT,2011,31483.0,72.16055121124296
52903,SAINT-GERMAIN-D'ARCE,2011,9059.0,72.15887495248955
65771,VIGNOT,2011,151676.0,72.1556342504313
30489,LANDEYRAT,2011,6006.0,72.14101461736887
28235,LA COUARDE,2011,13070.0,72.1322270512314
11905,CHAMPCELLA,2011,26272.0,72.12867719321234
61715,THEDIRAC,2011,30004.0,72.12023864157871
53025,SAINT-GERMAIN-LA-CHAMBOTTE,2011,13031.0,72.11728965790516
36821,MARCILLY-LA-CAMPAGNE,2011,36958.0,72.11381735202347
59593,SENS,2011,1396272.0,72.10643868238496
16875,CUSE-ET-ADRISANS,2011,12247.0,72.10511523327712
12985,CHATRES-SUR-CHER,2011,15995.0,72.10027975037659
29829,LACAPELLE-MARIVAL,2011,135845.0,72.09729524292139
7899,BOURDEILLES,2011,40946.0,72.09263228680705
67641,WAHLBACH,2011,9421.0,72.0730593607306
39085,MISSY-SUR-AISNE,2011,22264.0,72.06893886699126
12765,CHATEAUNEUF-DE-CHABRE,2011,11566.0,72.0618863433502
46451,POLINCOVE,2011,29603.0,72.0604475443185
64833,VENTEROL,2011,29025.0,72.05097806757557
20523,FEPIN,2011,25198.0,72.04697528335382
42467,NEUVILLE-DAY,2011,6739.0,72.0449323461833
15291,CORNIER,2011,73527.0,72.04127474378772
19035,EPERCIEUX-SAINT-PAUL,2011,25749.0,72.03848466626579
50451,SABADEL-LAUZES,2011,6124.0,72.02247191011236
67637,WAGNON,2011,2871.0,72.01917315757939
60961,STERNENBERG,2011,6232.0,72.01214463152084
21033,FLORENT-EN-ARGONNE,2011,9603.0,72.00429876410533
1213,ANET,2011,84078.0,72.00196391309684
42479,NEUVILLE-FERRIERES,2011,5619.0,71.99265381083563
10803,CASTILLON (CANTON D'ARTHEZ-DE-BEARN),2011,27101.0,71.98248508693996
24075,GRAVIERES,2011,6253.0,71.97469746974697
55837,SAINT-PANTALY-D'ANS,2011,3190.0,71.96765498652292
2679,AUBRIVES,2011,99159.0,71.9659394401859
1157,ANDERNOS-LES-BAINS,2011,165681.0,71.9628011250999
15497,COUDRES,2011,22311.0,71.95375722543352
61199,TAILLETTE,2011,4046.0,71.95070123246919
2917,AUMEVILLE-LESTRE,2011,6547.0,71.92752100840336
58313,SAMSON,2011,1133.0,71.92716236722306
52819,SAINT-GEORGES-DU-MESNIL,2011,16094.0,71.92607627390237
29045,LA PETITE-FOSSE,2011,5647.0,71.90258751902587
45843,PLAINE-HAUTE,2011,54448.0,71.8849638539003
36329,MALAY-LE-GRAND,2011,63497.0,71.87829900116395
42143,NEAUFLES-AUVERGNY,2011,34234.0,71.87468621347524
12073,CHAMPROND-EN-PERCHET,2011,4472.0,71.86779400461184
26345,ISPAGNAC,2011,29016.0,71.86518983592963
7845,BOUMOURT,2011,10755.0,71.86001917545542
16417,CRIEL-SUR-MER,2011,179426.0,71.849170090701
47373,PRESLES-ET-BOVES,2011,9228.0,71.8435754189944
1527,ANTRAN,2011,38046.0,71.81177745664739
57861,SAINTE-MARIE-D'ALVEY,2011,3163.0,71.80879956545357
64497,VAUX-SUR-VIENNE,2011,17912.0,71.80126606560522
31471,LE BENY-BOCAGE,2011,36460.0,71.79475097771287
52369,SAINT-ETIENNE-L'ALLIER,2011,49467.0,71.79024136134746
11383,CESSEY-SUR-TILLE,2011,21419.0,71.7780094634694
7641,BOUDREVILLE,2011,3810.0,71.77637511271415
65415,VEZOT,2011,2544.0,71.77582714382174
65303,VESIGNEUL-SUR-MARNE,2011,11301.0,71.77382580939351
7823,BOULOGNE-LA-GRASSE,2011,21564.0,71.76995379958578
29807,LACADEE,2011,9212.0,71.76953197837031
51721,SAINT-CHRISTOPHE-LE-CHAUDRY,2011,2829.0,71.76684881602914
59267,SECHAULT,2011,2032.0,71.76669484361791
847,AMANCY,2011,150830.0,71.76663515960415
36777,MARCIGNY,2011,38999.0,71.76392865007708
53961,SAINT-JULIEN-DE-LAMPON,2011,28846.0,71.76372513993093
41171,MORIEZ,2011,4926.0,71.75732217573221
64129,VARENNES-SAINT-HONORAT,2011,2432.0,71.75141242937853
11227,CERANS-FOULLETOURTE,2011,157621.0,71.75095071535202
14369,CLUMANC,2011,4462.0,71.74749807544265
3991,BANGOR,2011,258483.0,71.74721930605573
60339,SOLEILHAS,2011,35691.0,71.73996727937639
59069,SAVIGNY-LEVESCAULT,2011,68023.0,71.72755042791144
51877,SAINT-CORNEILLE,2011,28535.0,71.72173075765782
6121,BETTENDORF,2011,14950.0,71.72065242361589
13619,CHEVENNES,2011,3005.0,71.71428571428572
21413,FONTENY,2011,2756.0,71.71339563862928
943,AMBONVILLE,2011,2859.0,71.71171171171171
37903,MEAUTIS,2011,19903.0,71.71081011129324
27301,L'EGLISE-AUX-BOIS,2011,613.0,71.70868347338936
8347,BRACHAY,2011,2888.0,71.70035671819262
21625,FOULBEC,2011,28279.0,71.70006071645416
60141,SILLE-LE-PHILIPPE,2011,22629.0,71.69195751138088
46341,POGNY,2011,44019.0,71.68096723868955
58469,SANTRANGES,2011,5686.0,71.67874396135265
29907,LACOMBE,2011,5133.0,71.67224080267559
56203,SAINT-PIERRE-DE-SEMILLY,2011,24257.0,71.67020523708422
1767,ARCOMPS,2011,5196.0,71.65510406342915
63791,VALENNES,2011,9811.0,71.6410076976907
65473,VIC-SUR-SEILLE,2011,25905.0,71.6358576823693
18309,DRUYES-LES-BELLES-FONTAINES,2011,10468.0,71.63469421216593
33405,LES CAMMAZES,2011,5971.0,71.6297786720322
41153,MORGNY-EN-THIERACHE,2011,3817.0,71.62769784172663
14799,COMPREIGNAC,2011,50193.0,71.61760180531337
18321,DUCY-SAINTE-MARGUERITE,2011,14172.0,71.61540324533784
67299,VIVONNE,2011,152054.0,71.59720576452133
45397,PEYRIEU,2011,30405.0,71.59546249788363
6769,BLANZAY-SUR-BOUTONNE,2011,6932.0,71.58415841584159
46929,POSANGES,2011,2560.0,71.58176943699732
52535,SAINT-FOLQUIN,2011,65082.0,71.57997416361287
43161,NOUVRON-VINGRE,2011,13541.0,71.57881398884946
16071,COUTURE,2011,3440.0,71.571072319202
32393,LE NOUVION-EN-THIERACHE,2011,52833.0,71.55799454474607
9591,BUSSEAUT,2011,4589.0,71.55140186915888
54671,SAINT-MARC,2011,1410.0,71.53284671532847
54349,SAINT-LEGER-DE-LA-MARTINIERE,2011,49194.0,71.52719665271967
58867,SAUSSAY-LA-CAMPAGNE,2011,23846.0,71.51693879018917
9837,CAHAIGNES,2011,15774.0,71.51244971186257
7531,BOSQUENTIN,2011,12088.0,71.50964812712827
46007,PLESSIS-DE-ROYE,2011,12292.0,71.50830193944468
33559,LES GRANDES-VENTES,2011,36224.0,71.50703091709673
10279,CANTIERS,2011,8745.0,71.50421651304177
16563,CROTH,2011,53557.0,71.50313820929935
65851,VILLANIERE,2011,13152.0,71.49563176424566
25799,HON-HERGIES,2011,29334.0,71.4937152879275
44559,PANGE,2011,11836.0,71.48652564474065
32395,LE NOYER,2011,50470.0,71.48584825524107
36983,MARGIVAL,2011,8991.0,71.4857905779134
13579,CHESNOIS-AUBONCOURT,2011,4774.0,71.47988505747126
36285,MALAFRETAZ,2011,127726.0,71.47651907741052
17405,DERCE,2011,4719.0,71.47529069767442
64183,VARS,2011,209972.0,71.46870278877955
1063,ANAN,2011,10444.0,71.46609752093252
8167,BOUSSES,2011,2354.0,71.44938091769846
64723,VENDEUIL,2011,56154.0,71.44689036118828
44869,PAUVRES,2011,4560.0,71.42857142857143
32721,LE SAPPEY-EN-CHARTREUSE,2011,47228.0,71.42649727767694
67661,WALDIGHOFEN,2011,51068.0,71.397885551267
15501,COUDUN,2011,50239.0,71.38812131136356
25691,HILSPRICH,2011,10979.0,71.38620043709022
47219,PRATS-DE-CARLUX,2011,15251.0,71.378806607484
30883,LARBONT,2011,4505.0,71.35793077215672
45271,PETIT-CROIX,2011,16068.0,71.35544417191
18609,ECORCHES,2011,6448.0,71.35264416688813
39547,MONIEUX,2011,24799.0,71.34664547778623
37231,MARQUIGNY,2011,2661.0,71.34578235672892
64593,VEIX,2011,1148.0,71.34328358208955
43625,OLTINGUE,2011,29143.0,71.33870303956729
4045,BANVILLE,2011,7215.0,71.33697459035858
60185,SIMEYROLS,2011,8834.0,71.33436772692009
66231,VILLEMAGNE-L'ARGENTIERE,2011,12186.0,71.32011809363138
5861,BERTHENONVILLE,2011,15788.0,71.31076388888889
53405,SAINT-HILAIRE-SUR-BENAIZE,2011,11363.0,71.28429303587579
6685,BLAINCOURT-LES-PRECY,2011,35077.0,71.2827774793691
19827,ETAUX,2011,109934.0,71.28211520184472
23375,GLANDAGE,2011,5772.0,71.27596439169139
19895,ETOUVY,2011,10716.0,71.26418411379255
4677,BAZONCOURT,2011,5076.0,71.25506072874494
1379,ANNESSE-ET-BEAULIEU,2011,21566.0,71.25387119828476
2793,AUFLANCE,2011,2692.0,71.2468193384224
32039,LE HOUGA,2011,50735.0,71.24004320237614
67955,WITTERNESSE,2011,35867.0,71.23555810178554
5721,BERNAY,2011,406368.0,71.2328132176522
11931,CHAMPDOLENT,2011,19874.0,71.22426122167657
973,AMELECOURT,2011,3385.0,71.21901871522509
35941,MADIRAC,2011,7182.0,71.20381406436233
60623,SOUBISE,2011,51965.0,71.196547407261
41585,MOUSTERU,2011,23076.0,71.18694362017804
30815,LAPAN,2011,19337.0,71.18449008498584
30267,LAMALOU-LES-BAINS,2011,102127.0,71.18169627891385
11505,CHAILLE-LES-MARAIS,2011,69233.0,71.17814315737421
24483,GUERNANVILLE,2011,5541.0,71.17701575532901
29683,LABASTIDE-PAUMES,2011,6960.0,71.17560255779635
1655,ARBIGNY-SOUS-VARENNES,2011,772.0,71.17516629711751
59935,SERZY-ET-PRIN,2011,12586.0,71.16823065415477
8707,BRESTOT,2011,27272.0,71.16676081089562
44061,OSENBACH,2011,10350.0,71.15925252191168
37583,MATTON-ET-CLEMENCY,2011,15911.0,71.14122835323222
57217,SAINT-TRIVIER-SUR-MOIGNANS,2011,23976.0,71.13490364025697
42939,NONANCOURT,2011,46990.0,71.12786335991842
33743,LES OUBEAUX,2011,15066.0,71.12676056338029
16661,CUBJAC,2011,15384.0,71.12347052280312
35799,LUVIGNY,2011,5558.0,71.12068965517241
23299,GISORS,2011,488111.0,71.11451548444543
57445,SAINT-VINCENT-SUR-L'ISLE,2011,5443.0,71.10971392643822
22751,GELANNES,2011,15720.0,71.09272964736613
5661,BERIG-VINTRANGE,2011,2443.0,71.07843137254902
43053,NOTRE-DAME-DE-CENILLY,2011,28234.0,71.06331414722811
15011,CONQUES-SUR-ORBIEL,2011,60989.0,71.06274366813452
62795,TREBONS-SUR-LA-GRASSE,2011,9379.0,71.05599124566842
13075,CHAUME-LES-BAIGNEUX,2011,3383.0,71.03134479271992
18615,ECOS,2011,40987.0,71.01431134476573
36117,MAILLOT,2011,63687.0,71.01313068929406
14001,CIRES-LES-MELLO,2011,76081.0,70.99543748454813
55485,SAINT-MICHEL-DE-DOUBLE,2011,3818.0,70.98074339453649
60259,SISTERON,2011,106040.0,70.96607764736231
48657,REIGNY,2011,6548.0,70.96605744125326
30179,LAISSEY,2011,23113.0,70.95414201183432
49271,RISOUL,2011,98553.0,70.95352911585631
53385,SAINT-HILAIRE-LES-COURBES,2011,2636.0,70.94682230869002
60209,SINGLY,2011,4841.0,70.93926553672316
17911,DOMPIERRE-SUR-CHALARONNE,2011,7082.0,70.93893314023654
44067,OSMANVILLE,2011,34748.0,70.93663911845731
10071,CAMPAGNAC-LES-QUERCY,2011,37451.0,70.93108169785486
22555,GARENCIERES,2011,27719.0,70.92557193069001
51509,SAINT-BRANDAN,2011,112573.0,70.91474986715251
1235,ANGERVILLE,2011,8783.0,70.90873710838684
39711,MONT-SAINT-REMY,2011,2138.0,70.90327737809751
13753,CHIGNY-LES-ROSES,2011,96650.0,70.8955883653081
44535,PAMFOU,2011,32056.0,70.89241923445996
54377,SAINT-LEGER-DUBOSQ,2011,11272.0,70.89144936325046
729,ALLIERES,2011,7119.0,70.88334133461353
26539,JANDUN,2011,11269.0,70.8718726307809
54409,SAINT-LEGER-SOUS-LA-BUSSIERE,2011,25321.0,70.8684796544976
64207,VASSENY,2011,5763.0,70.85680403201897
51551,SAINT-BROING-LES-MOINES,2011,10649.0,70.84870848708486
65895,VILLARDONNEL,2011,44896.0,70.84363940789224
2837,AUGY-SUR-AUBOIS,2011,15514.0,70.82140497687735
28713,LA JEMAYE,2011,9055.0,70.81682701377099
2023,ARNANCOURT,2011,3508.0,70.78870496592016
5727,BERNAY-SAINT-MARTIN,2011,48024.0,70.78843486610477
33117,LEIGNE-SUR-USSEAU,2011,9757.0,70.78592683353754
32661,LE RECULEY,2011,7313.0,70.78468005604857
31643,LE CANNET-DES-MAURES,2011,79339.0,70.78310659548819
54915,SAINT-MARTIN-DE-BOUBAUX,2011,2589.0,70.77836411609498
51597,SAINT-CELERIN,2011,12859.0,70.77025232403719
9331,BUCEELS,2011,32025.0,70.7635704383065
11279,CERISY-LA-SALLE,2011,45423.0,70.76315789473684
24423,GUEHEBERT,2011,6603.0,70.75252133436773
15371,CORSEUL,2011,102086.0,70.75235004850634
34667,LISSE-EN-CHAMPAGNE,2011,14966.0,70.74729035938392
29293,LA SABOTTERIE,2011,2971.0,70.7471264367816
49881,ROSOY,2011,93210.0,70.74555779446786
19987,EUILLY-ET-LOMBUT,2011,3838.0,70.72953736654804
38551,MESNIL-SOUS-VIENNE,2011,6052.0,70.71932299012694
61889,THIERS,2011,52365.0,70.71461172328355
53233,SAINT-GOURSON,2011,3194.0,70.71084981293426
44039,ORVE,2011,1154.0,70.71005917159763
27469,LA BASTIDE-DE-BESPLAS,2011,27042.0,70.70891989142099
4399,BASSING,2011,3059.0,70.703125
5367,BELLEVUE-LA-MONTAGNE,2011,24198.0,70.69695259593679
62427,TOUDON,2011,22576.0,70.69408740359897
10909,CAUFFRY,2011,172073.0,70.69210090368915
6453,BIGNICOURT-SUR-SAULX,2011,15684.0,70.68233757753836
58163,SALLELES-CABARDES,2011,2758.0,70.66831683168317
21247,FONTAINE-LES-VERVINS,2011,25557.0,70.6644407345576
56703,SAINT-ROMAIN-DE-MONPAZIER,2011,7464.0,70.64471879286694
59917,SERVIN,2011,4216.0,70.61918251719952
37045,MARIGNY-CHEMEREAU,2011,17461.0,70.61754934531952
61403,TARTONNE,2011,2996.0,70.61503416856492
7053,BOIS-JEROME-SAINT-OUEN,2011,36139.0,70.61184024171466
41253,MORSAINS,2011,18409.0,70.61167747914736
53867,SAINT-JORIOZ,2011,302805.0,70.61070637751222
21529,FORT-MOVILLE,2011,26214.0,70.60852587048487
25777,HOLVING,2011,18606.0,70.60333761232349
49215,RIMOGNE,2011,16830.0,70.60314242270653
35413,LOUVERGNY,2011,2965.0,70.59838895281933
35997,MAGNEVILLE,2011,7663.0,70.59216384683883
33293,LES ALLEUX,2011,3811.0,70.5908683974933
4251,BAROMESNIL,2011,5667.0,70.5900060204696
47657,PUGET-VILLE,2011,57033.0,70.5889390721742
44745,PARPEVILLE,2011,11306.0,70.57936028968015
21091,FOLCARDE,2011,2504.0,70.57220708446866
60413,SOMMAUTHE,2011,2799.0,70.56672760511883
4815,BEAULIEU-LES-FONTAINES,2011,23021.0,70.56382899903683
18495,ECCLES,2011,2149.0,70.55555555555556
20213,FALKWILLER,2011,7344.0,70.55271713887599
187,AFFIEUX,2011,5877.0,70.54556006964596
67419,VONGNES,2011,3283.0,70.54545454545455
45315,PETTONCOURT,2011,6699.0,70.54480651731161
15489,COUDRAY-AU-PERCHE,2011,3653.0,70.54154995331466
47647,PUESSANS,2011,2113.0,70.5407586763519
30171,LAIRIERE,2011,8474.0,70.53733145502113
5821,BERSAC-SUR-RIVALIER,2011,18822.0,70.53547159554226
59997,SEVRIER,2011,227809.0,70.525929696389
5319,BELLENCOMBRE,2011,15632.0,70.52470819242936
32841,LE TILLEUL-OTHON,2011,22821.0,70.5223044160502
4551,BAX,2011,4928.0,70.51903114186851
21731,FOUSSEMAGNE,2011,47196.0,70.51810101885975
4329,BARZY-EN-THIERACHE,2011,6599.0,70.51679586563307
49973,ROUFFIAC-DES-CORBIERES,2011,3925.0,70.503909643788
48903,RETZWILLER,2011,20624.0,70.48855088038357
1251,ANGEY,2011,12853.0,70.48680196312507
64121,VARENNES-JARCY,2011,25971.0,70.48050413548641
48055,QUIEVRECOURT,2011,6959.0,70.48015678588926
16779,CULTURES,2011,6681.0,70.47716254146465
8663,BRENON,2011,1253.0,70.47619047619048
58523,SARCOS,2011,4722.0,70.46931407942239
66827,VILLIERS-COUTURE,2011,8358.0,70.46706098307158
501,AJONCOURT,2011,2325.0,70.45454545454545
42571,NEUVY-GRANDCHAMP,2011,13445.0,70.44878296146044
58451,SANTENY,2011,34010.0,70.44201663826802
64327,VAUDIGNY,2011,1476.0,70.43879907621246
61639,TESSEL,2011,18097.0,70.43699378414013
25597,HESTRUD,2011,5863.0,70.43604651162791
34515,LIMOGNE-EN-QUERCY,2011,42710.0,70.43096568236234
37435,MAS-CABARDES,2011,25641.0,70.42871385842473
22065,FRESNEY-LE-VIEUX,2011,17854.0,70.42764413898435
18405,DURFORT,2011,9230.0,70.42097488921713
